epoch,lr,train_loss,train_loss_u,train_loss_f,train_loss_e,val_loss,val_rel_l2_u,val_rel_l2_f,val_rel_l2_e,epoch_time_s,cumulative_time_s
16,0.0017056787323973955,1.2107496076160007,0.3819431679116355,0.5794142882029215,0.24939216309123569,1.258154734969139,411.5287200063467,1353943.6689970642,4002267.872324571,29.860286951065063,495.94580602645874
17,0.0015720729213740204,1.1161911951171026,0.3653788046704398,0.5613978465398153,0.18941455980141958,1.3601132531960805,233.38409803559384,2927128.0112351724,2804978.5815127245,29.265213012695312,525.3713979721069
18,0.0014379270786259806,1.0274472329351636,0.33382222288184693,0.5474061959319645,0.14621882173750136,1.1874762674172719,330.91257695357007,689915.0004103109,3352530.8933472834,29.25082516670227,554.6222679615021
19,0.0013043212676026054,1.0489782624774509,0.3483448750442929,0.5253161814477708,0.17531720499197642,1.307008296251297,305.77293593933183,2354013.489314653,6132598.808368419,29.271938800811768,584.0578110218048
20,0.0011723312037353103,1.2245676914850872,0.3864063898722331,0.5027578565809462,0.33540344172053865,1.3665364185969036,1140.0861827979486,2306089.918215235,15569667.787060646,29.244828939437866,613.3026790618896
21,0.0010430195934094538,1.2266216172112359,0.3519209060404036,0.6866825269328223,0.18801817496617634,1.259846493601799,280.245589333276,1797174.1977273177,12608361.70452551,29.952024936676025,643.2547519207001
22,0.0009174275776773847,1.0735321601231893,0.3244561947054333,0.6122802754243215,0.13679569082127677,1.1720025738080342,238.38504928847155,809617.306774132,5316625.370893757,29.69615387916565,672.9517750740051
23,0.0007965663496028671,1.0259388592508105,0.31959920393096075,0.5808953993850284,0.1254442463318507,1.1506687899430592,243.1561973169446,628276.7360978028,3278277.8709779927,29.82790207862854,702.9402010440826
24,0.000681409012729107,0.9903046117888556,0.3158092611365848,0.5539784173170725,0.12051693730884128,1.194147805372874,260.63447284698486,1255600.0512232308,3183308.703955447,29.58950400352478,732.6626508235931
25,0.0005728827462211935,0.9979723201857673,0.3444796691338221,0.5133968287044102,0.14009582971533138,1.1635858217875164,443.8367099116246,403451.36110815156,3752416.5487137362,29.335479259490967,761.9981870651245
26,0.0004718613397646374,0.8637344837188721,0.3253823353184594,0.41267363826433817,0.1256785089770953,1.1425996671120326,1198.861944762369,218901.7253935188,2804392.006692504,29.281874895095825,791.2800939083099
27,0.00037915815832460185,0.8814746962653266,0.32491182618670994,0.42835010091463727,0.1282127790980869,1.2742791771888733,1199.0259669944644,833081.3905107627,4978227.316312879,29.235344171524048,820.6683421134949
28,0.0002955195934094538,0.8874800337685479,0.3207990825176239,0.43152727749612596,0.13515366895331277,1.1275308479865391,336.4227458362778,345720.1031991318,3115066.3607739084,29.17236566543579,849.8407528400421
29,0.0002216190535652102,0.8175935864448547,0.3044228971004486,0.40099983943833245,0.11217085934347576,1.186127856373787,320.1038836836815,1189262.8322812866,2837749.297650946,29.139019012451172,879.1546518802643
30,0.00015805154248588356,0.8022676189740499,0.30177974336677127,0.390000530746248,0.11048734717898899,1.141742428143819,333.11807317535084,617151.972866031,2847370.599781739,29.1416118144989,908.2963011264801
31,0.00010532886839359289,0.7947646962271796,0.3002641088432736,0.38466921514934965,0.10983137488365173,1.1154758532842,330.2469965616862,287645.63567675155,2877762.766328136,29.318348169326782,937.6147041320801
32,6.387552325969941e-05,0.7829535616768731,0.3001215351952447,0.3732176959514618,0.10961433582835728,1.1328178544839222,548.9632747123638,441513.29590696096,3252838.704123497,30.196153163909912,967.9615831375122
33,3.402526504504865e-05,0.796454750166999,0.30610121885935465,0.378288424677319,0.11206511681278547,1.1217896342277527,774.9442845036587,272128.3102729271,3680252.537115646,29.77760887145996,997.739264011383
34,1.6018430477117597e-05,0.7784948163562351,0.30084767507182225,0.367951375246048,0.10969576752848095,1.106129104892413,353.3063665578763,178816.72422940782,2846074.474673753,30.66346764564514,1028.4035148620605
35,1e-05,0.766657128598955,0.2978630867269304,0.36025188234117295,0.10854215820630392,1.097782666484515,351.15027049928904,57111.72389947623,2798602.2977486304,29.719800233840942,1058.2786440849304
