sim_id,record_id,base_record_id,earthquake_name,magnitude,r_rup_km,vs30_ms,target_pga_g,resulting_pga_g,struct_id,T,zeta,material_type,u_y,alpha,u_max_m,f_max_n,e_h_final_j,ductility,dt,n_steps,sim_file_path
RSN0111_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0111_PGA_1p200g,RSN0111,Parkfield-02,6.211346665477324,30.0140511030443,396.0697447023036,1.2,1.2,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.21822977794932746,4.7234329994491135,7.828749062527161,10.911488897466374,0.01,2969,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0111_PGA_1p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0111_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0111_PGA_1p200g,RSN0111,Parkfield-02,6.211346665477324,30.0140511030443,396.0697447023036,1.2,1.2,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.6661988391112144,1.2997865046048187,5.824207549216804,33.30994195556072,0.01,2969,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0111_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0111_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0111_PGA_1p200g,RSN0111,Parkfield-02,6.211346665477324,30.0140511030443,396.0697447023036,1.2,1.2,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.6757765753404941,2.8341093613923096,8.056267845915805,16.894414383512352,0.01,2969,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0111_PGA_1p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0111_PGA_1p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0111_PGA_1p200g,RSN0111,Parkfield-02,6.211346665477324,30.0140511030443,396.0697447023036,1.2,1.2,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.8307927460579694,0.8073925053329136,4.289085739030803,27.693091535265648,0.01,2969,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0111_PGA_1p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0111_PGA_1p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0111_PGA_1p200g,RSN0111,Parkfield-02,6.211346665477324,30.0140511030443,396.0697447023036,1.2,1.2,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.9743727572111123,0.6759440887108259,3.884262169915094,19.487455144222245,0.01,2969,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0111_PGA_1p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0112_PGA_0p050g__SDOF_T0p20s_Z0p05_ELAS,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.0010954504838904557,1.0811662916980709,4.997058183766252e-08,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_ELAS,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.006207162070381328,0.9801957454097677,3.656975329201684e-08,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_ELAS,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.014665603182444243,0.5789748068563272,3.638062941827408e-06,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p050g__SDOF_T1p50s_Z0p05_ELAS,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.029996019512445005,0.526309059902559,2.145511825688766e-05,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p050g__SDOF_T2p00s_Z0p05_ELAS,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.02284047451492599,0.22542644779548288,7.205996886857116e-08,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p050g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.0010954504838904576,1.0811662916980724,4.9970581837625985e-08,0.21909009677809152,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.006207162070381324,0.9801957454097668,3.6569753291706963e-08,0.6207162070381324,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.006207162070381324,0.9801957454097668,3.6569753291706963e-08,0.3103581035190662,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.01466560318244425,0.5789748068563273,3.6380629418341374e-06,0.7332801591222124,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.01466560318244425,0.5789748068563273,3.6380629418341374e-06,0.3666400795611062,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0112_PGA_0p050g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.029996019512444873,0.5263090599025572,2.1455118256895643e-05,0.9998673170814958,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0112_PGA_0p050g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0112_PGA_0p050g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.05,0.05,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.02284047451492602,0.22542644779548313,7.205996886624882e-08,0.4568094902985204,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p050g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0112_PGA_0p100g__SDOF_T0p20s_Z0p05_ELAS,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.0021909009677809114,2.1623325833961418,1.9988232735065008e-07,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_ELAS,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.012414324140762656,1.9603914908195355,1.4627901316806735e-07,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_ELAS,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.029331206364888486,1.1579496137126544,1.4552251767309633e-05,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p100g__SDOF_T1p50s_Z0p05_ELAS,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.05999203902489001,1.052618119805118,8.582047302755064e-05,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p100g__SDOF_T2p00s_Z0p05_ELAS,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.04568094902985198,0.45085289559096575,2.882398754742846e-07,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p100g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.0021909009677809153,2.162332583396145,1.9988232735050394e-07,0.43818019355618304,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.012262153219118615,1.5862812025318498,0.004592754719556355,1.2262153219118614,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.012414324140762647,1.9603914908195337,1.4627901316682785e-07,0.6207162070381324,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.025463414537698868,0.7938820913004485,0.01179859622122042,1.2731707268849435,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.0293312063648885,1.1579496137126546,1.455225176733655e-05,0.7332801591222124,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0112_PGA_0p100g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.04916931716817502,0.5331057841323709,0.028679111756419587,1.6389772389391675,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0112_PGA_0p100g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0112_PGA_0p100g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.1,0.1,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.04568094902985204,0.45085289559096625,2.8823987546499527e-07,0.9136189805970408,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p100g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0112_PGA_0p200g__SDOF_T0p20s_Z0p05_ELAS,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.004381801935561823,4.3246651667922835,7.995293094026003e-07,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_ELAS,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.024828648281525312,3.920782981639071,5.851160526722694e-07,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_ELAS,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.05866241272977697,2.3158992274253087,5.820900706923853e-05,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p200g__SDOF_T1p50s_Z0p05_ELAS,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.11998407804978002,2.105236239610236,0.0003432818921102026,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p200g__SDOF_T2p00s_Z0p05_ELAS,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.09136189805970396,0.9017057911819315,1.1529595018971385e-06,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p200g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.0043818019355618305,4.32466516679229,7.995293094020158e-07,0.8763603871123661,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.025455013046827322,1.6279478609057727,0.08669045055373857,2.545501304682732,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.024508541144579368,3.193871422367021,0.018595917166434706,1.2254270572289683,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.06007251108893343,0.8212083386316319,0.12633235165333662,3.0036255544466717,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.05088417207844533,1.600621198703825,0.04693790287775612,1.2721043019611333,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0112_PGA_0p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.09252721674963883,0.5483209064979249,0.14050424233740866,3.0842405583212944,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0112_PGA_0p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0112_PGA_0p200g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.2,0.2,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.08102791565234854,0.49960488511204887,0.0478822825741931,1.6205583130469707,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p200g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0112_PGA_0p300g__SDOF_T0p20s_Z0p05_ELAS,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.006572702903342737,6.486997750188428,1.7989409461438363e-06,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_ELAS,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.03724297242228795,5.8811744724586035,1.3165111184810293e-06,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p300g__SDOF_T1p00s_Z0p05_ELAS,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.08799361909466545,3.4738488411379627,0.0001309702659058469,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p300g__SDOF_T1p50s_Z0p05_ELAS,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.1799761170746715,3.15785435941538,0.0007723842572482855,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0112_PGA_0p300g__SDOF_T2p00s_Z0p05_ELAS,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.13704284708955616,1.3525586867728994,2.594158879201604e-06,1.0,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0112_PGA_0p300g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.007091614149250775,4.976089008970331,0.010017918101239103,1.4183228298501551,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.03894199051356606,1.6705434231979703,0.28636254806958983,3.894199051356606,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.03494646870383065,3.276285994988652,0.12220794883665109,1.7473234351915323,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0112_PGA_0p300g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0112_PGA_0p300g,RSN0112,Darfield (New Zealand),7.184526146963205,19.18470041930123,812.7361558156313,0.3,0.3,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.09709608478263561,0.8504409807013453,0.3502161806622503,4.854804239131781,0.01,3748,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0112_PGA_0p300g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
