sim_id,record_id,base_record_id,earthquake_name,magnitude,r_rup_km,vs30_ms,target_pga_g,resulting_pga_g,struct_id,T,zeta,material_type,u_y,alpha,u_max_m,f_max_n,e_h_final_j,ductility,dt,n_steps,sim_file_path
RSN0033_PGA_0p400g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0033_PGA_0p400g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.4,0.4,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.3466335436129581,0.6374917126118756,1.5571141881224877,11.554451453765271,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p400g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0033_PGA_0p400g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0033_PGA_0p400g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.4,0.4,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.4846446829551806,0.5792756415705587,1.6516195949150374,9.69289365910361,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p400g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0033_PGA_0p500g__SDOF_T0p20s_Z0p05_ELAS,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.009477855626299988,9.354268560221989,0.0013887036966556683,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_ELAS,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.08041496359892517,12.698622058390278,0.0003890248488731909,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_ELAS,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.15601577136044806,6.159255774633717,0.0001183063332329794,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p500g__SDOF_T1p50s_Z0p05_ELAS,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.35403139863179844,6.21182195566261,0.0005899305019511813,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p500g__SDOF_T2p00s_Z0p05_ELAS,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.4342598821779692,4.285973244360231,0.0016310441890603907,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p500g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.011270435281144383,5.0585756318397355,0.18983048200806504,2.2540870562288764,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.10390571900924014,1.8757166394130356,1.6074995217225505,10.390571900924014,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.06867119016505589,3.542565722476029,0.908805873049062,3.4335595082527948,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.27861954904033476,0.9937661632404473,2.2294437266271956,13.930977452016737,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.1715895381925187,1.8388840412307372,2.1629914373923906,4.289738454812968,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0033_PGA_0p500g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.5016803906121616,0.6919006386036398,2.3416848539590074,16.722679687072056,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0033_PGA_0p500g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0033_PGA_0p500g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.5,0.5,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.5616629041919847,0.5944784290762154,2.3991914850518032,11.233258083839694,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p500g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0033_PGA_0p600g__SDOF_T0p20s_Z0p05_ELAS,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.011373426751559987,11.225122272266388,0.0019997333231841635,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.0964979563187102,15.238346470068334,0.000560195782377494,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.18721892563253814,7.391106929560479,0.00017036111985499394,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.42483767835815783,7.454186346795127,0.0008494999228105379,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.5211118586135619,5.143167893232266,0.002348703632247218,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.017830502747152695,5.188066173307654,0.4179597449652818,3.566100549430539,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.12086495612007314,1.9292785470060583,2.520947166518445,12.086495612007313,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.08824744235074311,3.697133614258984,1.5713029197052968,4.4123721175371555,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.3745297151052122,1.0694937950086973,3.200827805713859,18.72648575526061,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.20885208219139922,1.9124373548801645,3.163551191335462,5.221302054784981,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0033_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.6334509001010394,0.738141449284003,3.222988355056678,21.11503000336798,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0033_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0033_PGA_0p600g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.6,0.6,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,0.654974037055661,0.6128973084278548,3.197365453526638,13.09948074111322,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p600g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0033_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.015164569002079999,14.966829696355202,0.003555081463438421,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.12866394175828075,20.31779529342452,0.000995903613114833,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.24962523417671612,9.854809239413916,0.00030286421307595246,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.5664502378108747,9.938915129060126,0.0015102220849953641,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0033_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.694815811484752,6.857557190976382,0.004175473123992718,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0033_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.028428942153034296,5.397270981717589,1.2507774432278274,5.685788430606859,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.19614199916626704,2.1670240303179646,4.763183355130279,19.614199916626703,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.12630090516399856,3.9975917135057006,3.5655662429175354,6.315045258199928,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.6108640697365897,1.256095921936574,5.296954517887433,30.543203486829483,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.36112213538473054,2.2130063923103673,5.6451892011843015,9.028053384618262,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0033_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,0.8596823738777137,0.81753043236849,4.913950568142078,28.656079129257126,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0033_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0033_PGA_0p800g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,0.8,0.8,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,1.044309256194642,0.6897490002741185,4.766281312684865,20.88618512389284,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_0p800g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0033_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.018955711252599976,18.708537120443978,0.005554814786622673,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T0p20s_Z0p05_ELAS.npz
RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T0p50s_Z0p05_ELAS,0.5,0.05,elastic,,0.0,0.16082992719785033,25.397244116780556,0.0015560993954927636,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_ELAS.npz
RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T1p00s_Z0p05_ELAS,1.0,0.05,elastic,,0.0,0.3120315427208961,12.318511549267434,0.0004732253329319176,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_ELAS.npz
RSN0033_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T1p50s_Z0p05_ELAS,1.5,0.05,elastic,,0.0,0.7080627972635969,12.42364391132522,0.002359722007804725,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T1p50s_Z0p05_ELAS.npz
RSN0033_PGA_1p000g__SDOF_T2p00s_Z0p05_ELAS,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T2p00s_Z0p05_ELAS,2.0,0.05,elastic,,0.0,0.8685197643559384,8.571946488720462,0.006524176756241563,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T2p00s_Z0p05_ELAS.npz
RSN0033_PGA_1p000g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02,0.2,0.05,bilinear,0.005,0.02,0.05420671436498482,5.90610380986428,2.6059372785373625,10.841342872996965,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T0p20s_Z0p05_BILIN_uy0p005_a0p02.npz
RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02,0.5,0.05,bilinear,0.01,0.02,0.28305629895351386,2.4415231521412646,7.573961955241062,28.305629895351387,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p010_a0p02.npz
RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05,0.5,0.05,bilinear,0.02,0.05,0.17150234234291328,4.354487956158966,6.263519824192986,8.575117117145664,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T0p50s_Z0p05_BILIN_uy0p020_a0p05.npz
RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02,1.0,0.05,bilinear,0.02,0.02,0.8917644824362332,1.4778859978924315,7.797782339568843,44.588224121811656,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p020_a0p02.npz
RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05,1.0,0.05,bilinear,0.04,0.05,0.4806067516862407,2.448859571292739,9.10264441025257,12.015168792156016,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T1p00s_Z0p05_BILIN_uy0p040_a0p05.npz
RSN0033_PGA_1p000g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02,1.5,0.05,bilinear,0.03,0.02,1.2668358774372368,0.9604084416360462,6.659174987246103,42.227862581241226,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T1p50s_Z0p05_BILIN_uy0p030_a0p02.npz
RSN0033_PGA_1p000g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,RSN0033_PGA_1p000g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.0,1.0,SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02,2.0,0.05,bilinear,0.05,0.02,1.3417362663020078,0.7484587388332886,6.332456826377737,26.834725326040154,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p000g__SDOF_T2p00s_Z0p05_BILIN_uy0p050_a0p02.npz
RSN0033_PGA_1p200g__SDOF_T0p20s_Z0p05_ELAS,RSN0033_PGA_1p200g,RSN0033,Imperial Valley-06,6.714839368269064,68.0252419581402,904.4081109305912,1.2,1.2,SDOF_T0p20s_Z0p05_ELAS,0.2,0.05,elastic,,0.0,0.022746853503119974,22.450244544532776,0.007998933292736654,1.0,0.01,3373,/Users/rahul/seismoFNO/data/simulations/sdof_responses/RSN0033_PGA_1p200g__SDOF_T0p20s_Z0p05_ELAS.npz
