sim_id,struct_id,n_stories,model,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct,pearson_r,delta_t_peak_s
1800,3S_T035,3,shuffled,ood_a,21.387137472629547,2.939046225622997,25.70721209049225,19.89835649728775,0.9810056837059016,0.009999999999999787
1801,3S_T035,3,shuffled,ood_a,21.913044154644012,5.981246653114696,26.275721192359924,19.993169605731964,0.9797432771478046,0.009999999999999787
1802,3S_T035,3,shuffled,ood_a,21.66784256696701,3.111807860454503,25.803354382514954,20.13610452413559,0.980592025317269,0.009999999999999787
1803,3S_T060,3,shuffled,ood_a,11.769495159387589,7.109356725236306,17.1919584274292,14.212863147258759,0.994234625577534,0.0
1804,3S_T060,3,shuffled,ood_a,11.333246529102325,6.42037258824103,16.889718174934387,14.205661416053772,0.9945197582510037,0.0
1805,3S_T060,3,shuffled,ood_a,11.815501004457474,5.98104753149144,17.596401274204254,14.3265962600708,0.9941023783100383,0.0
1806,3S_T090,3,shuffled,ood_a,7.756319642066956,6.49526400950966,10.335767269134521,7.727988809347153,0.9981582498500543,0.0
1807,3S_T090,3,shuffled,ood_a,7.555866241455078,6.074646095743265,10.115757584571838,8.091946691274643,0.9981736946638012,0.0
1808,3S_T090,3,shuffled,ood_a,6.7897729575634,3.768724226047336,9.50532928109169,7.710462063550949,0.9981699385450967,0.0
1809,5S_T055,5,shuffled,ood_a,9.954070299863815,4.335216552217376,19.060976803302765,13.300855457782745,0.9961893943840624,0.27000000000000046
1810,5S_T055,5,shuffled,ood_a,9.727799147367477,4.1719169584627895,18.986776471138,13.083422183990479,0.996355594304692,0.27000000000000046
1811,5S_T055,5,shuffled,ood_a,9.962981939315796,5.004437371262111,19.09622550010681,13.589628040790558,0.9961457746239837,0.27000000000000046
1812,5S_T085,5,shuffled,ood_a,8.58180895447731,7.85154783858842,13.885816931724548,9.047958999872208,0.9981006165658515,0.009999999999999787
1813,5S_T085,5,shuffled,ood_a,8.117029070854187,6.110439696267849,13.110771775245667,9.50867310166359,0.9982148968158325,0.009999999999999787
1814,5S_T085,5,shuffled,ood_a,8.14715027809143,6.07683548531246,12.992295622825623,9.412389993667603,0.9980167488639338,0.009999999999999787
