sim_id,struct_id,n_stories,model,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct,pearson_r,delta_t_peak_s
7,3S_T090,3,modal,id,15.016555786132812,11.679623041345444,16.387344896793365,11.820276081562042,0.9990786136164422,0.3800000000000008
26,3S_T090,3,modal,id,15.782766044139862,11.538725366747718,16.93236529827118,13.028658926486969,0.9992838626801894,0.3800000000000008
40,3S_T060,3,modal,id,16.225863993167877,7.897925691917441,19.434648752212524,19.99914199113846,0.9983278371848605,0.0
43,3S_T090,3,modal,id,10.880367457866669,6.158189629995474,12.804077565670013,10.487361997365952,0.9993623039724561,0.009999999999999787
76,3S_T060,3,modal,id,15.032288432121277,9.186310039972346,18.22475492954254,18.430764973163605,0.9986407409793809,0.0
81,5S_T055,5,modal,id,15.46320915222168,11.520870865960845,22.018490731716156,19.61921602487564,0.9984301007581743,0.0
90,3S_T035,3,modal,id,16.30834937095642,18.489655656206207,20.108063519001007,15.45109748840332,0.9963852775198626,0.0
95,3S_T060,3,modal,id,13.550634682178497,9.560214505883064,16.71304702758789,16.41426980495453,0.99870433973754,0.0
128,3S_T035,3,modal,id,11.468268185853958,10.221702121511864,16.887976229190826,12.867484986782074,0.9963651926336796,0.0
136,5S_T055,5,modal,id,8.987222611904144,6.231907011635771,17.707842588424683,13.058975338935852,0.9985740187673571,0.0
140,5S_T085,5,modal,id,5.649725720286369,1.3969542801793386,16.282393038272858,8.422426879405975,0.9990427298744426,0.0
155,5S_T055,5,modal,id,7.1548692882061005,3.4678557484076986,18.587526679039,12.388907372951508,0.9984996361930895,0.0
158,5S_T085,5,modal,id,8.499554544687271,10.49183697494078,22.292104363441467,7.434666156768799,0.9985681166362108,0.0
162,3S_T035,3,modal,id,11.817854642868042,4.129040051816264,18.974369764328003,14.034964144229889,0.9952921181841303,0.010000000000000231
174,5S_T085,5,modal,id,15.94839096069336,18.43940717952265,27.066323161125183,13.383059203624725,0.99739202334253,0.0
180,3S_T035,3,modal,id,33.66937041282654,5.169111328080903,37.74435222148895,25.50179958343506,0.985841209409958,0.16000000000000014
200,3S_T035,3,modal,id,21.883390843868256,5.238390479318801,25.79449713230133,20.55181860923767,0.9897782921191034,0.009999999999999787
222,3S_T090,3,modal,id,13.498960435390472,9.075416779733132,16.60260409116745,13.103331625461578,0.9988626940286893,0.0
244,5S_T055,5,modal,id,15.771092474460602,13.027652495131964,22.94490486383438,18.560217320919037,0.9981858448583086,0.0
256,3S_T060,3,modal,id,16.35199785232544,18.303707910048715,20.40499597787857,19.477000832557678,0.998572125281175,0.009999999999999787
257,3S_T060,3,modal,id,16.64832979440689,18.713897932437803,20.48415243625641,20.212294161319733,0.9984773091412072,0.009999999999999787
259,3S_T090,3,modal,id,12.511341273784637,12.388226515705679,16.250242292881012,12.638908624649048,0.9986030306924041,0.009999999999999787
274,3S_T060,3,modal,id,14.517052471637726,15.30502708807421,18.895071744918823,17.343971133232117,0.9985083579337218,0.009999999999999787
290,3S_T035,3,modal,id,13.75526487827301,15.18727797834368,19.04214322566986,13.878658413887024,0.9948759380419974,0.0
296,3S_T090,3,modal,id,11.190352588891983,13.120417738902235,15.02896398305893,12.527863681316376,0.9983777452855181,0.009999999999999787
319,5S_T085,5,modal,id,7.543346285820007,8.054395235009881,15.61276912689209,11.33371815085411,0.9986017171560445,0.0
352,5S_T055,5,modal,id,9.588436037302017,0.20957271974272554,22.07263857126236,13.930758833885193,0.997774537638257,0.28000000000000114
353,5S_T055,5,modal,id,9.768716990947723,0.024138771506487716,21.79539054632187,14.134283363819122,0.9977692154325807,0.28000000000000114
355,5S_T085,5,modal,id,7.820660620927811,3.223559693988608,19.493918120861053,11.619307845830917,0.9980413203059629,0.0
356,5S_T085,5,modal,id,7.589038461446762,2.7581738139961303,19.158969819545746,12.029876559972763,0.9979188801811565,0.0
379,3S_T035,3,modal,id,25.640717148780823,10.528261785822815,28.920447826385498,22.943665087223053,0.9914315124811287,0.009999999999999787
386,3S_T090,3,modal,id,14.223924279212952,13.9815217213071,15.947268903255463,13.086624443531036,0.9993378022597988,0.0
387,5S_T055,5,modal,id,20.167186856269836,10.518171252108035,25.619569420814514,21.142515540122986,0.9982803593280584,0.010000000000000231
399,3S_T060,3,modal,id,19.264240562915802,15.63655094571192,22.35693782567978,23.21610003709793,0.9979301548396086,0.0
406,5S_T055,5,modal,id,16.540679335594177,11.096529744971953,22.0945805311203,20.836615562438965,0.9986330201544472,0.010000000000000231
408,5S_T085,5,modal,id,9.436357021331787,9.697681211024388,14.364208281040192,10.223429650068283,0.9991150844288219,0.0
415,3S_T035,3,modal,id,18.1807279586792,13.380928425954854,21.517397463321686,19.506309926509857,0.9953072496787859,0.009999999999999787
473,3S_T060,3,modal,id,12.63832300901413,13.35244784956868,16.359607875347137,16.165749728679657,0.9982081400109638,0.0
475,3S_T090,3,modal,id,6.5505847334861755,8.766568684841518,10.661979019641876,7.336880266666412,0.9991547826161344,0.0
478,5S_T055,5,modal,id,12.292948365211487,9.11677278973187,18.283648788928986,14.72349464893341,0.9988904184301995,0.0
499,5S_T085,5,modal,id,6.0636695474386215,2.0559417189776874,15.764154493808746,7.916668802499771,0.9992942609823489,0.0
505,3S_T035,3,modal,id,9.79187786579132,5.366765127749143,16.54127687215805,11.353125423192978,0.9961983185457849,0.0
512,3S_T090,3,modal,id,4.916193336248398,3.9206326246711782,9.275206923484802,6.956552714109421,0.9991384810597568,0.010000000000000675
527,3S_T060,3,modal,id,9.057778865098953,8.723524196922892,15.441355109214783,13.680519163608551,0.9974023862421267,0.0
535,5S_T085,5,modal,id,11.347582191228867,16.261561227198413,22.849808633327484,8.246874064207077,0.9989562259774581,0.009999999999999787
541,3S_T035,3,modal,id,34.79965925216675,7.381013992708898,38.96411955356598,22.37868458032608,0.9856211714545101,0.20999999999999996
558,3S_T035,3,modal,id,22.813694179058075,8.835728723470973,26.787099242210388,19.284504652023315,0.9910069076682626,0.20999999999999996
559,3S_T035,3,modal,id,23.037417232990265,9.624014111881685,26.9383043050766,19.569511711597443,0.9909820491392523,0.20999999999999996
568,5S_T055,5,modal,id,20.892803370952606,13.148012974273056,26.091760396957397,21.96437418460846,0.9978519584719587,0.25
581,3S_T060,3,modal,id,21.49616628885269,16.69546491939862,25.236612558364868,26.99074149131775,0.9974988955556565,0.009999999999999787
590,5S_T085,5,modal,id,11.409647762775421,5.8289602751168355,16.614288091659546,11.42549142241478,0.9990026013116041,0.0
597,3S_T060,3,modal,id,19.531022012233734,14.68792018159819,23.176489770412445,25.857403874397278,0.9975691676689752,0.009999999999999787
618,3S_T090,3,modal,id,8.27910527586937,7.042524445076251,11.755101382732391,9.429401159286499,0.9992329075342079,0.010000000000000675
638,3S_T090,3,modal,id,8.048243820667267,8.015451623995133,11.293433606624603,9.094710648059845,0.9992200760182958,0.010000000000000675
655,3S_T090,3,modal,id,6.2892332673072815,4.975619428074552,9.791062027215958,7.495803385972977,0.9992374336262925,0.010000000000000675
658,5S_T055,5,modal,id,16.473202407360077,11.953702689817687,22.144846618175507,17.42842197418213,0.9980645051621201,0.0
661,5S_T085,5,modal,id,5.575702339410782,4.043005120552733,12.812837958335876,7.233498245477676,0.9990198969718509,0.0
670,3S_T060,3,modal,id,11.977709829807281,9.049499943695547,16.86118245124817,16.661010682582855,0.9978875300497484,0.009999999999999787
676,5S_T055,5,modal,id,12.722072005271912,9.105762811079837,21.128273010253906,14.526955783367157,0.9980128696062267,0.0
698,5S_T085,5,modal,id,7.189496606588364,5.8190896244864865,21.594534814357758,7.666747272014618,0.9984080526859596,0.0
724,3S_T060,3,modal,id,26.158899068832397,15.997718524229418,28.267136216163635,26.310262084007263,0.9957369905913651,0.010000000000001563
727,3S_T090,3,modal,id,15.327592194080353,16.89012188790703,17.68265664577484,17.3951655626297,0.9976389958997431,0.0
738,3S_T035,3,modal,id,25.28948187828064,19.628473128590112,30.31671941280365,18.70928406715393,0.9943247989997384,1.2899999999999991
746,3S_T090,3,modal,id,15.562260150909424,16.134968895359698,17.405030131340027,17.435960471630096,0.9979906641090261,0.009999999999999787
767,5S_T055,5,modal,id,15.06609320640564,6.831477830191524,21.8045175075531,18.35806369781494,0.9979775154206507,0.0
768,5S_T085,5,modal,id,11.743968725204468,4.378973089693989,17.94433742761612,11.920402199029922,0.9976080739439025,5.889999999999999
786,5S_T085,5,modal,id,10.915645956993103,5.564016464864642,17.093443870544434,10.366106778383255,0.9982595590383088,0.0
801,5S_T055,5,modal,id,13.78742903470993,7.248560832832504,21.21291756629944,16.387292742729187,0.998618807700085,0.0
811,3S_T035,3,modal,id,8.550313860177994,6.846345597543446,13.237529993057251,8.338399976491928,0.997641423970156,1.3000000000000007
815,3S_T060,3,modal,id,9.834317862987518,6.858829086535641,12.494587898254395,12.636256217956543,0.9985296284909053,0.0
832,3S_T060,3,modal,id,8.609408885240555,5.642673944272896,11.91231831908226,10.47256514430046,0.998646779484802,0.0
839,5S_T055,5,modal,id,10.446007549762726,5.4535768419283235,17.91125237941742,12.762948870658875,0.9986406996237264,0.0
853,3S_T090,3,modal,id,5.748546868562698,0.8800837931690644,9.625566005706787,7.250320911407471,0.9989619362867667,0.009999999999999787
858,5S_T085,5,modal,id,8.156809955835342,5.511269992123133,14.960816502571106,9.563067555427551,0.9986392427966322,0.0
866,3S_T035,3,modal,id,7.541456073522568,2.932453101822092,13.573050498962402,8.777248859405518,0.997189734311012,0.010000000000001563
909,5S_T055,5,modal,id,22.88588285446167,17.791120145885976,29.365989565849304,22.459861636161804,0.9963373919722546,0.009999999999999787
924,3S_T090,3,modal,id,15.312537550926208,14.383974224184653,17.30911135673523,17.750446498394012,0.9990655449763856,0.0
937,3S_T035,3,modal,id,19.392554461956024,12.629895264879945,22.75959551334381,19.477006793022156,0.9929822112208364,0.010000000000001563
943,3S_T090,3,modal,id,12.415119260549545,7.172073602012796,15.059278905391693,14.60517793893814,0.9992322189333195,0.0
956,3S_T035,3,modal,id,15.678837895393372,11.281721793724232,19.60449367761612,15.579010546207428,0.9943267442183993,0.010000000000001563
967,5S_T085,5,modal,id,10.829439014196396,8.51782797635558,18.54133903980255,13.80624771118164,0.9988919452370362,0.010000000000001563
975,3S_T060,3,modal,id,13.132134079933167,11.907889770372302,16.850097477436066,17.338967323303223,0.9986159982607946,0.0
982,5S_T055,5,modal,id,14.08853828907013,10.032292506449856,22.397004067897797,14.729760587215424,0.9982406847622601,0.009999999999999787
986,5S_T085,5,modal,id,10.76071783900261,9.871032092357114,17.572271823883057,13.768786191940308,0.9989795130957015,0.010000000000001563
992,3S_T035,3,modal,id,11.484652757644653,6.801251643647315,16.337262094020844,11.918238550424576,0.9954608195895724,0.0
999,5S_T055,5,modal,id,13.662707805633545,8.524963008025747,23.07748943567276,13.729068636894226,0.9984325694546432,0.0
1003,5S_T085,5,modal,id,10.792745649814606,11.018052214423909,17.633642256259918,13.546033203601837,0.9989089889417463,0.010000000000001563
1014,3S_T090,3,modal,id,12.869791686534882,7.963082112813257,16.44458770751953,15.02077579498291,0.9989530721784841,0.0
1047,3S_T060,3,modal,id,8.38373377919197,1.5744921176167093,14.62247520685196,12.071099877357483,0.9981133453667889,0.0
1066,3S_T060,3,modal,id,7.579639554023743,3.3446470832340878,13.871157169342041,10.510813444852829,0.9974216679766276,0.009999999999999787
1081,3S_T035,3,modal,id,34.557485580444336,21.421053071365886,39.32211101055145,22.964097559452057,0.9902086783459546,0.019999999999999574
1085,3S_T060,3,modal,id,25.877252221107483,21.328778521258148,27.956828474998474,27.68118381500244,0.9972226131168268,0.0
1107,5S_T055,5,modal,id,22.335398197174072,15.140758807889815,28.59213352203369,24.08529371023178,0.9977012266756615,5.880000000000001
1121,3S_T060,3,modal,id,18.153144419193268,18.38220776252924,20.553813874721527,23.329181969165802,0.9982582031004471,0.0
1126,5S_T055,5,modal,id,19.113868474960327,9.896845450428492,25.17370879650116,22.700919210910797,0.9981931652111551,5.880000000000001
1160,3S_T090,3,modal,id,10.889779776334763,7.896744033561219,14.079123735427856,13.697093725204468,0.9983010353485422,0.0
1161,5S_T055,5,modal,id,19.08380389213562,13.248306980263171,25.495406985282898,21.687227487564087,0.9985091309475028,0.0
1165,5S_T085,5,modal,id,10.050182789564133,4.171707242028783,19.183485209941864,11.362598836421967,0.9984487112137092,0.00999999999999801
1175,3S_T060,3,modal,id,14.466139674186707,13.507177572780888,17.679904401302338,17.451755702495575,0.9986532947101996,0.0
1190,3S_T035,3,modal,id,9.86306220293045,3.4902860092920296,14.11799043416977,10.180064290761948,0.9965992666910117,3.419999999999998
1214,3S_T090,3,modal,id,8.080751448869705,5.514665002466952,12.260892242193222,10.559313744306564,0.998501444072576,0.0
1219,5S_T085,5,modal,id,8.835199475288391,2.602979108447542,18.248939514160156,10.28100922703743,0.9986156440941107,0.019999999999999574
1238,5S_T085,5,modal,id,9.536252915859222,2.059161623080855,19.990740716457367,11.342887580394745,0.9985102509724991,0.00999999999999801
1244,3S_T035,3,modal,id,8.883440494537354,0.8619084136833084,15.391112864017487,10.184162110090256,0.9962067124489237,0.0
1249,3S_T090,3,modal,id,34.94943380355835,1.9218565917079156,43.519043922424316,17.098435759544373,0.9630786211970936,0.0
1297,3S_T035,3,modal,id,20.313173532485962,21.09347213758207,23.761756718158722,20.127810537815094,0.9948392999435799,0.0
1307,5S_T055,5,modal,id,16.329610347747803,5.418181023919224,23.423302173614502,19.32513415813446,0.996915984228,0.00999999999999801
1315,3S_T035,3,modal,id,19.89176869392395,22.646586450431876,22.840216755867004,18.74733567237854,0.9960489051962957,0.0
1318,3S_T060,3,modal,id,14.731532335281372,11.780307370507938,17.528216540813446,17.7854984998703,0.9971012339560975,0.0
1320,3S_T090,3,modal,id,10.836003720760345,12.675837147413358,14.02284950017929,13.991919159889221,0.9989650973670505,0.0
1323,5S_T055,5,modal,id,17.667755484580994,9.893195343019604,24.437852203845978,19.587156176567078,0.9978479993598652,0.00999999999999801
1334,3S_T035,3,modal,id,17.39335209131241,18.29863313568943,20.39755880832672,15.775533020496368,0.9966275562099896,0.0
1359,5S_T055,5,modal,id,15.457139909267426,8.898601276309606,22.11545705795288,16.581106185913086,0.9982743438527694,0.00999999999999801
1376,3S_T090,3,modal,id,7.682297378778458,6.555469144639152,11.590098589658737,12.645849585533142,0.9991055587775719,0.0
1391,3S_T060,3,modal,id,9.693876653909683,7.631563807149215,13.726858794689178,12.576036155223846,0.9975176823644074,0.0
1408,3S_T060,3,modal,id,10.018880665302277,4.547736582718912,15.223424136638641,12.283088266849518,0.9967296548698702,0.0
1410,3S_T090,3,modal,id,7.226039469242096,6.513868205190514,15.493345260620117,8.39461162686348,0.9988368569540864,2.419999999999998
1418,5S_T085,5,modal,id,7.725640386343002,2.308856859627481,20.245738327503204,10.937733948230743,0.9986120021602227,0.0
1434,5S_T085,5,modal,id,9.182236343622208,6.738332189811399,24.22725409269333,9.728115051984787,0.9982366184983348,0.0
1435,5S_T085,5,modal,id,9.806742519140244,8.549343673196963,24.766717851161957,9.252611547708511,0.9982376152698816,0.0
