sim_id,struct_id,n_stories,model,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct,pearson_r,delta_t_peak_s
10003,5S_T140,5,shuffled,progressive_5S_T140,104.26410436630249,56.43916787553219,104.81886863708496,119.88610029220581,0.020075101112335687,4.99
10004,5S_T140,5,shuffled,progressive_5S_T140,104.40030097961426,55.79993084060665,104.977548122406,119.47017908096313,0.019091911545411955,4.99
10005,5S_T140,5,shuffled,progressive_5S_T140,104.330575466156,56.12485552894019,104.95373010635376,118.5856819152832,0.017235905055732744,4.99
10009,5S_T140,5,shuffled,progressive_5S_T140,104.44858074188232,55.1477262207804,104.86446619033813,119.78026628494263,0.018140599500040502,4.99
10010,5S_T140,5,shuffled,progressive_5S_T140,104.56860065460205,54.72747794600973,104.98749017715454,119.36099529266357,0.017093043931997703,4.99
10011,5S_T140,5,shuffled,progressive_5S_T140,104.48925495147705,54.982975938479306,104.95039224624634,118.5412049293518,0.0154295515962347,4.99
10015,5S_T140,5,shuffled,progressive_5S_T140,104.59513664245605,56.179403869973285,104.90460395812988,119.70071792602539,0.01893928666297813,4.99
10016,5S_T140,5,shuffled,progressive_5S_T140,104.68751192092896,55.83371326127903,104.98300790786743,119.18097734451294,0.018018927292120467,4.99
10017,5S_T140,5,shuffled,progressive_5S_T140,104.61562871932983,55.875352773031075,104.92891073226929,118.56929063796997,0.01666678441535224,4.99
10021,5S_T140,5,shuffled,progressive_5S_T140,104.76982593536377,57.00974366299112,105.05037307739258,119.67095136642456,0.019344240784514903,4.98
10022,5S_T140,5,shuffled,progressive_5S_T140,104.81994152069092,56.65300924839395,105.07476329803467,119.0129041671753,0.01890202786907922,4.98
10023,5S_T140,5,shuffled,progressive_5S_T140,104.76051568984985,56.62929078223703,105.01079559326172,118.57466697692871,0.017794033345539504,4.98
10027,5S_T140,5,shuffled,progressive_5S_T140,104.97822761535645,57.68569503457922,105.23632764816284,119.64660882949829,0.018325687857705497,4.98
10028,5S_T140,5,shuffled,progressive_5S_T140,104.979407787323,57.40473055001834,105.19955158233643,118.8967227935791,0.018309908484288782,4.98
10029,5S_T140,5,shuffled,progressive_5S_T140,104.92432117462158,57.31582386854422,105.12763261795044,118.60404014587402,0.01732864077902312,4.98
10033,5S_T140,5,shuffled,progressive_5S_T140,105.18556833267212,59.13494984525008,105.4395079612732,119.37779188156128,0.015584718562216635,4.98
10034,5S_T140,5,shuffled,progressive_5S_T140,105.42062520980835,57.16309674487091,105.62249422073364,119.51398849487305,0.01512465359449616,4.98
10035,5S_T140,5,shuffled,progressive_5S_T140,105.07314205169678,58.86876414636064,105.25420904159546,118.42420101165771,0.015123559366546791,4.98
10039,5S_T140,5,shuffled,progressive_5S_T140,105.34243583679199,60.10973279251011,105.66949844360352,118.82601976394653,0.012522084854872365,5.45
10040,5S_T140,5,shuffled,progressive_5S_T140,106.56310319900513,54.58181233092944,106.66576623916626,122.01793193817139,0.008811315260838486,4.749999999999999
10041,5S_T140,5,shuffled,progressive_5S_T140,105.16676902770996,60.40286825182913,105.40027618408203,117.96220541000366,0.012353956502009527,5.45
10045,5S_T140,5,shuffled,progressive_5S_T140,105.23873567581177,62.29808680133956,105.9012770652771,116.83423519134521,0.008682972992314542,5.45
10046,5S_T140,5,shuffled,progressive_5S_T140,109.99737977981567,46.11766919549709,110.29826402664185,129.33403253555298,-0.004849707455467699,3.999999999999999
10047,5S_T140,5,shuffled,progressive_5S_T140,105.03389835357666,62.97176907780039,105.57693243026733,116.3772463798523,0.008375818593043139,5.45
10051,5S_T140,5,shuffled,progressive_5S_T140,104.43822145462036,65.54823088829114,105.23034334182739,113.66420984268188,0.007396741062629325,5.45
10052,5S_T140,5,shuffled,progressive_5S_T140,112.37607002258301,45.80741178822127,113.07858228683472,133.72472524642944,-0.019589161101098183,2.119999999999999
10053,5S_T140,5,shuffled,progressive_5S_T140,105.06913661956787,62.53137512856154,105.83146810531616,115.67617654800415,0.003218035232383082,4.749999999999999
10057,5S_T140,5,shuffled,progressive_5S_T140,103.45375537872314,69.42320618660554,104.14695739746094,110.5128288269043,0.006755279116688259,5.460000000000001
10058,5S_T140,5,shuffled,progressive_5S_T140,112.81567811965942,48.96962905708987,113.55215311050415,134.54172611236572,-0.029023624826549164,2.1500000000000004
10059,5S_T140,5,shuffled,progressive_5S_T140,105.1828384399414,61.05563320733561,105.94918727874756,115.1879072189331,0.0009096982208717155,4.77
10063,5S_T140,5,shuffled,progressive_5S_T140,126.84000730514526,2.43679910571904,128.34516763687134,192.31985807418823,-0.024718755240042266,4.109999999999999
10064,5S_T140,5,shuffled,progressive_5S_T140,127.27301120758057,3.384319608768359,128.75691652297974,191.30584001541138,-0.028874668817017224,4.109999999999999
10065,5S_T140,5,shuffled,progressive_5S_T140,126.59661769866943,3.1579122040842162,128.23522090911865,187.92567253112793,-0.027171024727711303,4.109999999999999
10069,5S_T140,5,shuffled,progressive_5S_T140,127.0696759223938,1.8409538827633058,127.9815673828125,190.48181772232056,-0.02702671302381118,4.549999999999999
10070,5S_T140,5,shuffled,progressive_5S_T140,127.37034559249878,2.4379084402062747,128.2431721687317,189.1777515411377,-0.029696933165952143,4.109999999999999
10071,5S_T140,5,shuffled,progressive_5S_T140,126.77890062332153,2.7006488620746816,127.83756256103516,186.21114492416382,-0.02876669368274338,4.549999999999999
10075,5S_T140,5,shuffled,progressive_5S_T140,128.1463861465454,3.2070508608668282,128.507661819458,188.90596628189087,-0.03344193507093508,4.549999999999999
