sim_id,struct_id,n_stories,model,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct,pearson_r,delta_t_peak_s
15,5S_T120,5,baseline,ood_b,134.54033136367798,15.125883931297723,136.96907758712769,155.32866716384888,0.04806080024384057,1.33
16,5S_T120,5,baseline,ood_b,127.84427404403687,26.930365447416794,131.88523054122925,141.15746021270752,0.05119008070739066,1.33
17,5S_T120,5,baseline,ood_b,129.4849395751953,23.68767175745903,132.35270977020264,144.53773498535156,0.05084690287280623,1.33
33,5S_T120,5,baseline,ood_b,132.2055220603943,15.196628524865293,133.7692141532898,156.10090494155884,0.05702325420026476,1.33
34,5S_T120,5,baseline,ood_b,126.39209032058716,26.04777619462525,129.27955389022827,142.2817826271057,0.058213421750391695,1.33
35,5S_T120,5,baseline,ood_b,127.62529850006104,23.47628614800159,129.57524061203003,145.06915807724,0.057565688647442104,1.33
51,5S_T120,5,baseline,ood_b,131.00831508636475,16.86519715247702,132.71286487579346,161.00165843963623,0.059868738302467826,1.33
52,5S_T120,5,baseline,ood_b,125.86444616317749,26.422950319142203,128.41988801956177,145.82550525665283,0.059648711567479806,1.33
53,5S_T120,5,baseline,ood_b,126.86667442321777,24.671862995526727,128.7621021270752,148.23960065841675,0.05916666088811464,1.33
69,5S_T120,5,baseline,ood_b,130.28756380081177,20.29527785993989,132.2899341583252,167.65412092208862,0.059366502519859816,1.3399999999999999
70,5S_T120,5,baseline,ood_b,125.63438415527344,28.22100181270322,128.27410697937012,150.93072652816772,0.059265071874294264,1.3399999999999999
71,5S_T120,5,baseline,ood_b,126.50642395019531,27.123901138708057,128.6115050315857,153.23787927627563,0.058752956489080826,1.3399999999999999
87,5S_T120,5,baseline,ood_b,129.01811599731445,25.212658118492936,131.73508644104004,171.7463493347168,0.056109909722601166,1.3399999999999999
88,5S_T120,5,baseline,ood_b,124.97243881225586,31.742264189179263,128.19846868515015,155.5038332939148,0.05631103934980849,1.3399999999999999
89,5S_T120,5,baseline,ood_b,125.66183805465698,30.83623355127294,128.40566635131836,157.45298862457275,0.05573137250913957,1.3399999999999999
105,5S_T120,5,baseline,ood_b,126.95167064666748,31.089244937339405,130.4562211036682,170.85585594177246,0.05208280997984664,1.3399999999999999
106,5S_T120,5,baseline,ood_b,123.69743585586548,36.12702320326423,127.7168869972229,157.29587078094482,0.052202420101917245,1.3399999999999999
107,5S_T120,5,baseline,ood_b,124.18029308319092,35.46776882566818,127.74080038070679,158.64801406860352,0.0517510472734137,1.3399999999999999
