sim_id,struct_id,n_stories,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct
7,3S_T090,3,id,9.578650444746017,2.378169439100365,11.674375087022781,11.458130180835724
26,3S_T090,3,id,7.642800360918045,6.73925037839522,10.560272634029388,7.119722664356232
40,3S_T060,3,id,9.90501195192337,7.076441929337377,13.569143414497375,11.801836639642715
43,3S_T090,3,id,8.32161232829094,6.934646859676103,9.999138116836548,6.221091002225876
76,3S_T060,3,id,8.382868766784668,7.926828013941323,12.139516323804855,9.897266328334808
81,5S_T055,5,id,11.020666360855103,10.921355004702992,16.706939041614532,12.481770664453506
90,3S_T035,3,id,11.192886531352997,9.913732271702894,15.193936228752136,12.506191432476044
95,3S_T060,3,id,9.896455705165863,11.87976693087826,13.356444239616394,10.36662757396698
128,3S_T035,3,id,13.375264406204224,12.980733930971198,17.354248464107513,14.366920292377472
136,5S_T055,5,id,12.990692257881165,14.37291526112549,19.79818344116211,12.135885655879974
140,5S_T085,5,id,12.71626204252243,8.602173721896998,20.815129578113556,9.051680564880371
155,5S_T055,5,id,16.439875960350037,12.911727345547439,24.168455600738525,13.33569884300232
158,5S_T085,5,id,12.67109364271164,3.525487737067105,23.239071667194366,8.384519815444946
162,3S_T035,3,id,14.563441276550293,15.063541059210667,20.19578516483307,15.674571692943573
174,5S_T085,5,id,9.110207110643387,4.33024716024335,22.88924604654312,10.61844676733017
180,3S_T035,3,id,40.46066999435425,6.835921627056852,42.64780282974243,25.366121530532837
200,3S_T035,3,id,21.40759378671646,0.9844205507326098,24.0529403090477,16.151636838912964
222,3S_T090,3,id,9.625650942325592,1.515836097339406,12.808017432689667,10.534919053316116
244,5S_T055,5,id,10.360442847013474,8.253856439657724,16.909989714622498,12.629957497119904
256,3S_T060,3,id,7.239817827939987,6.0261506504759295,12.025218456983566,10.222750157117844
257,3S_T060,3,id,7.831341028213501,7.484258574542474,12.418505549430847,10.633760690689087
259,3S_T090,3,id,8.7813600897789,6.398453484335685,12.062011659145355,7.972511649131775
