sim_id,struct_id,n_stories,partition,rel_l2_u_pct,peak_disp_err_pct,idr_err_pct,story_shear_err_pct
15,5S_T120,5,ood_b,131.2349796295166,13.341493576911063,132.36829042434692,161.64065599441528
16,5S_T120,5,ood_b,130.62599897384644,15.147803121143882,131.81716203689575,159.63596105575562
17,5S_T120,5,ood_b,129.68393564224243,14.932522215239844,131.04575872421265,158.01106691360474
33,5S_T120,5,ood_b,129.91362810134888,14.45239260900262,130.4170846939087,159.46091413497925
34,5S_T120,5,ood_b,129.32864427566528,16.459576750069466,129.88075017929077,157.38426446914673
35,5S_T120,5,ood_b,128.5133719444275,15.575947369806553,129.18617725372314,156.02893829345703
51,5S_T120,5,ood_b,129.893958568573,9.612956007407094,130.45556545257568,158.96319150924683
52,5S_T120,5,ood_b,129.343581199646,11.745245874560469,129.89263534545898,156.91438913345337
53,5S_T120,5,ood_b,128.52768898010254,10.94458829636081,129.23482656478882,155.5685520172119
69,5S_T120,5,ood_b,131.52003288269043,6.24778578901292,131.99301958084106,161.17758750915527
70,5S_T120,5,ood_b,131.02964162826538,8.220288789075662,131.44896030426025,159.1996431350708
71,5S_T120,5,ood_b,130.15038967132568,7.7056925900517586,130.74896335601807,157.8648567199707
87,5S_T120,5,ood_b,132.8320026397705,1.9769565918640104,133.2813024520874,162.89117336273193
88,5S_T120,5,ood_b,132.43895769119263,3.899535797608532,132.78833627700806,161.06126308441162
89,5S_T120,5,ood_b,131.53560161590576,3.610634395274655,132.0590376853943,159.8702073097229
105,5S_T120,5,ood_b,133.68124961853027,0.4296527150601012,134.31636095046997,163.75702619552612
106,5S_T120,5,ood_b,133.3278775215149,2.1478788863162257,133.8298201560974,162.031090259552
107,5S_T120,5,ood_b,132.4742555618286,1.9426152557870873,133.13493728637695,161.09126806259155
123,5S_T120,5,ood_b,134.09032821655273,0.7758429251677624,134.85969305038452,163.91156911849976
124,5S_T120,5,ood_b,133.71909856796265,2.4324633877909734,134.37490463256836,162.20877170562744
125,5S_T120,5,ood_b,132.98590183258057,2.1425574782833445,133.7759494781494,161.57479286193848
141,5S_T120,5,ood_b,133.77339839935303,5.8874893485907815,134.2779040336609,163.00722360610962
142,5S_T120,5,ood_b,133.3086133003235,7.316216406276037,133.84186029434204,161.29915714263916
143,5S_T120,5,ood_b,132.93631076812744,6.848658942945726,133.46538543701172,161.2776756286621
159,5S_T120,5,ood_b,131.19508028030396,13.666514499524554,131.92700147628784,159.31614637374878
160,5S_T120,5,ood_b,133.17307233810425,9.8829393569031,132.97483921051025,163.05367946624756
161,5S_T120,5,ood_b,130.789053440094,14.210163477158947,131.53090476989746,158.3823800086975
177,5S_T120,5,ood_b,127.02423334121704,22.236635970023787,128.2381772994995,152.37843990325928
178,5S_T120,5,ood_b,127.48961448669434,13.732740182699764,124.60083961486816,163.9359712600708
179,5S_T120,5,ood_b,126.95544958114624,22.450913120195743,128.18986177444458,152.02621221542358
195,5S_T120,5,ood_b,123.82886409759521,1.2423334961035926,124.98741149902344,148.06822538375854
196,5S_T120,5,ood_b,123.24292659759521,4.010608764086168,124.37617778778076,146.22148275375366
197,5S_T120,5,ood_b,122.68482446670532,3.880527138030793,123.97884130477905,145.20257711410522
213,5S_T120,5,ood_b,121.72772884368896,2.239108799074856,122.33127355575562,144.41585540771484
214,5S_T120,5,ood_b,121.17643356323242,4.50909516746432,121.75959348678589,142.57649183273315
215,5S_T120,5,ood_b,120.73873281478882,4.089105574220494,121.4282751083374,141.84155464172363
231,5S_T120,5,ood_b,120.43529748916626,5.893730532513292,120.87820768356323,142.50251054763794
232,5S_T120,5,ood_b,120.00253200531006,7.949086652801138,120.41999101638794,140.82804918289185
233,5S_T120,5,ood_b,119.54166889190674,7.514279287209787,120.03064155578613,140.1606798171997
249,5S_T120,5,ood_b,120.07756233215332,3.948319868630421,120.6838607788086,141.77594184875488
250,5S_T120,5,ood_b,119.72105503082275,5.985004727424589,120.25313377380371,140.2340292930603
251,5S_T120,5,ood_b,119.2308783531189,5.622661654994351,119.8538064956665,139.59542512893677
267,5S_T120,5,ood_b,120.26300430297852,2.3002131925928393,120.97514867782593,142.03747510910034
268,5S_T120,5,ood_b,119.94938850402832,4.189220965424358,120.57499885559082,140.57347774505615
269,5S_T120,5,ood_b,119.43756341934204,3.9349176634999967,120.15892267227173,139.9632692337036
285,5S_T120,5,ood_b,120.75163125991821,1.3214864674236393,121.41348123550415,142.8850531578064
286,5S_T120,5,ood_b,120.45320272445679,3.1797957296583634,121.04727029800415,141.45318269729614
287,5S_T120,5,ood_b,119.95558738708496,3.0050337541272634,120.62501907348633,140.93097448349
303,5S_T120,5,ood_b,121.30402326583862,0.19863707769223,121.85055017471313,143.86582374572754
304,5S_T120,5,ood_b,120.98697423934937,1.7952299535835505,121.49736881256104,142.41186380386353
305,5S_T120,5,ood_b,120.55543661117554,1.5899619242882417,121.10800743103027,142.05461740493774
321,5S_T120,5,ood_b,121.90507650375366,0.5632370018300732,122.333824634552,145.08278369903564
322,5S_T120,5,ood_b,121.50776386260986,1.3532334432985587,121.9483494758606,143.56589317321777
323,5S_T120,5,ood_b,121.32121324539185,0.8991543942907483,121.75149917602539,143.63784790039062
339,5S_T120,5,ood_b,121.37167453765869,2.899777376565265,121.8955397605896,144.60006952285767
340,5S_T120,5,ood_b,120.95955610275269,4.7772586516075455,121.49912118911743,143.208646774292
341,5S_T120,5,ood_b,121.03513479232788,3.8611160809088023,121.5522050857544,143.64404678344727
357,5S_T120,5,ood_b,120.022451877594,8.20580461515468,120.74599266052246,142.73053407669067
358,5S_T120,5,ood_b,119.66999769210815,9.84021617508224,120.40423154830933,141.61202907562256
359,5S_T120,5,ood_b,119.96251344680786,8.645442279001578,120.67972421646118,142.3142910003662
375,5S_T120,5,ood_b,135.28326749801636,10.995721484489193,136.634361743927,167.36077070236206
376,5S_T120,5,ood_b,134.3182921409607,13.722407729882471,135.7163429260254,164.40712213516235
377,5S_T120,5,ood_b,133.98860692977905,11.683991008181845,135.60999631881714,163.9581799507141
393,5S_T120,5,ood_b,136.0623836517334,7.851774100191163,136.46374940872192,168.64964962005615
394,5S_T120,5,ood_b,135.1407766342163,10.267583343369418,135.5991244316101,165.71087837219238
395,5S_T120,5,ood_b,134.57906246185303,8.702801944351284,135.179340839386,164.9757742881775
411,5S_T120,5,ood_b,136.5451216697693,3.3723679562631803,137.05852031707764,168.94402503967285
412,5S_T120,5,ood_b,135.75257062911987,5.8297683370939986,136.23121976852417,166.24772548675537
413,5S_T120,5,ood_b,134.98775959014893,4.5127077048741855,135.65490245819092,165.2282953262329
429,5S_T120,5,ood_b,138.54073286056519,0.11962596939111046,138.947594165802,171.74499034881592
430,5S_T120,5,ood_b,137.8333568572998,2.018855793359476,138.17880153656006,169.20205354690552
431,5S_T120,5,ood_b,136.9145154953003,1.0350923453187455,137.46994733810425,168.01589727401733
447,5S_T120,5,ood_b,140.8483386039734,2.500879722717077,140.97131490707397,175.01657009124756
448,5S_T120,5,ood_b,140.27706384658813,0.43118302332917946,140.30134677886963,172.6637363433838
449,5S_T120,5,ood_b,139.25471305847168,1.1720672897586704,139.48992490768433,171.51753902435303
465,5S_T120,5,ood_b,142.72117614746094,5.815282828849774,142.7600383758545,177.6708960533142
466,5S_T120,5,ood_b,142.20775365829468,3.7243854475485283,142.13178157806396,175.4151463508606
467,5S_T120,5,ood_b,141.19242429733276,4.4210279095856695,141.3022756576538,174.48254823684692
483,5S_T120,5,ood_b,144.0486192703247,7.341335028300139,144.1353440284729,179.46720123291016
484,5S_T120,5,ood_b,143.49619150161743,5.373679435195685,143.48865747451782,177.21974849700928
485,5S_T120,5,ood_b,142.6245093345642,6.1011893523372365,142.7607297897339,176.62389278411865
501,5S_T120,5,ood_b,144.5386528968811,3.9128905037040225,144.54079866409302,180.7426929473877
502,5S_T120,5,ood_b,143.83317232131958,2.18255015698384,143.89402866363525,178.43793630599976
503,5S_T120,5,ood_b,143.46919059753418,3.1658122118645773,143.51977109909058,178.57332229614258
519,5S_T120,5,ood_b,141.95276498794556,1.9690744960109654,142.07698106765747,178.80085706710815
520,5S_T120,5,ood_b,141.32410287857056,3.47782959151644,141.5798544883728,176.73689126968384
521,5S_T120,5,ood_b,141.41095876693726,2.3381900790036205,141.56169891357422,177.5302529335022
537,5S_T120,5,ood_b,137.16243505477905,9.117418206172086,137.78002262115479,173.00591468811035
538,5S_T120,5,ood_b,135.14374494552612,10.197851663512186,132.32216835021973,173.1848955154419
539,5S_T120,5,ood_b,137.08550930023193,9.129064887475998,137.71779537200928,172.60018587112427
555,5S_T120,5,ood_b,167.064368724823,43.58911240268261,165.65288305282593,213.56563568115234
556,5S_T120,5,ood_b,165.41874408721924,40.45856149937786,164.1466498374939,208.8843584060669
557,5S_T120,5,ood_b,164.35816287994385,40.930732957136634,163.400137424469,207.7603816986084
573,5S_T120,5,ood_b,167.6974058151245,40.981972075436815,165.09594917297363,213.17410469055176
574,5S_T120,5,ood_b,166.19349718093872,37.59495733453519,163.76001834869385,208.7777614593506
575,5S_T120,5,ood_b,165.235435962677,38.671597382045995,162.9932165145874,207.75418281555176
591,5S_T120,5,ood_b,168.73663663864136,41.434047960139296,165.97437858581543,213.81633281707764
592,5S_T120,5,ood_b,167.44743585586548,38.408045272241125,164.74353075027466,209.734845161438
593,5S_T120,5,ood_b,166.49575233459473,39.41442609829491,164.0330672264099,208.7265968322754
609,5S_T120,5,ood_b,171.11248970031738,43.332599517171076,168.37438344955444,217.6053524017334
610,5S_T120,5,ood_b,169.95017528533936,40.57282119495998,167.21889972686768,213.6730670928955
611,5S_T120,5,ood_b,168.9720869064331,41.41645489281399,166.48166179656982,212.71905899047852
627,5S_T120,5,ood_b,173.2532024383545,43.96398397629977,170.41150331497192,221.1472511291504
628,5S_T120,5,ood_b,172.2661018371582,41.46017813911617,169.41242218017578,217.44003295898438
629,5S_T120,5,ood_b,171.29898071289062,42.11477796083591,168.64031553268433,216.7602777481079
645,5S_T120,5,ood_b,174.55754280090332,45.90584769333738,171.755051612854,223.1429100036621
646,5S_T120,5,ood_b,173.6559271812439,43.09684800635472,170.83513736724854,219.59495544433594
647,5S_T120,5,ood_b,172.79115915298462,43.82508713311013,170.11280059814453,219.3051815032959
663,5S_T120,5,ood_b,175.25585889816284,45.94532306263597,172.6977825164795,224.08554553985596
664,5S_T120,5,ood_b,174.29115772247314,43.27850798499292,171.73165082931519,220.55857181549072
665,5S_T120,5,ood_b,173.64177703857422,44.09698353415706,171.17847204208374,220.70119380950928
681,5S_T120,5,ood_b,175.09777545928955,38.08869477708247,172.68718481063843,224.4065523147583
682,5S_T120,5,ood_b,173.85200262069702,35.75590251143481,171.6193437576294,220.84646224975586
683,5S_T120,5,ood_b,173.83630275726318,36.734233157801995,171.5495228767395,221.85988426208496
699,5S_T120,5,ood_b,171.42373323440552,26.853424718987018,169.4348692893982,219.9077844619751
700,5S_T120,5,ood_b,170.27255296707153,24.871503781009828,168.5297727584839,216.90874099731445
701,5S_T120,5,ood_b,170.78686952590942,26.026992710420426,168.90205144882202,218.50543022155762
717,5S_T120,5,ood_b,164.57743644714355,15.403290114579193,163.37851285934448,209.63549613952637
718,5S_T120,5,ood_b,163.73369693756104,13.924764987367519,162.71246671676636,207.5920581817627
719,5S_T120,5,ood_b,164.4870400428772,15.0724692659201,163.36867809295654,209.12468433380127
735,5S_T120,5,ood_b,132.91215896606445,12.132899585488287,134.13399457931519,163.49706649780273
736,5S_T120,5,ood_b,131.89361095428467,14.561795825530865,133.26116800308228,160.92842817306519
737,5S_T120,5,ood_b,132.28939771652222,11.819632349340893,133.68815183639526,161.33029460906982
753,5S_T120,5,ood_b,131.68628215789795,18.037521383227332,132.06541538238525,160.26413440704346
754,5S_T120,5,ood_b,130.71186542510986,20.255546937729985,131.20449781417847,157.654070854187
755,5S_T120,5,ood_b,131.12773895263672,18.046084085442487,131.63080215454102,158.33274126052856
771,5S_T120,5,ood_b,131.2349796295166,20.732019638786216,131.23947381973267,158.1756830215454
772,5S_T120,5,ood_b,130.47116994857788,22.66219798677803,130.58639764785767,155.83763122558594
773,5S_T120,5,ood_b,130.7268261909485,20.938343270875233,130.82152605056763,156.4102053642273
789,5S_T120,5,ood_b,130.707585811615,21.725525515284495,130.62578439712524,156.8661093711853
790,5S_T120,5,ood_b,130.0986647605896,23.60540183877397,130.09085655212402,154.75960969924927
791,5S_T120,5,ood_b,130.24288415908813,21.890180955022345,130.2303910255432,155.22708892822266
807,5S_T120,5,ood_b,130.55840730667114,21.718271091406095,130.43900728225708,156.42064809799194
808,5S_T120,5,ood_b,130.01569509506226,23.298414005877362,129.94849681854248,154.44610118865967
809,5S_T120,5,ood_b,130.12372255325317,21.851568529376074,130.05608320236206,154.91256713867188
825,5S_T120,5,ood_b,130.7152509689331,22.605396158794996,130.50376176834106,156.5775752067566
826,5S_T120,5,ood_b,130.18157482147217,24.010869012011117,130.02164363861084,154.63745594024658
827,5S_T120,5,ood_b,130.30472993850708,22.712361502449628,130.13062477111816,155.19394874572754
843,5S_T120,5,ood_b,130.9408664703369,23.289641527054687,130.62301874160767,157.04238414764404
844,5S_T120,5,ood_b,130.36664724349976,24.96561431473177,130.10848760604858,155.04878759384155
845,5S_T120,5,ood_b,130.54910898208618,23.72496876057924,130.2594542503357,155.76515197753906
861,5S_T120,5,ood_b,131.01681470870972,22.209945859549993,130.61206340789795,157.47474431991577
862,5S_T120,5,ood_b,130.29026985168457,24.099675636649568,129.9379587173462,155.36614656448364
863,5S_T120,5,ood_b,130.69860935211182,22.889366209198926,130.30784130096436,156.47493600845337
879,5S_T120,5,ood_b,129.91513013839722,22.2821863797213,129.7143578529358,156.07792139053345
880,5S_T120,5,ood_b,129.18139696121216,24.02226248521622,128.99341583251953,154.137122631073
881,5S_T120,5,ood_b,129.80424165725708,22.685247667200347,129.60036993026733,155.52092790603638
897,5S_T120,5,ood_b,127.79040336608887,25.25856071766825,127.9356837272644,153.3620834350586
898,5S_T120,5,ood_b,127.16490030288696,26.53339575864641,127.29554176330566,151.7694115638733
899,5S_T120,5,ood_b,127.95588970184326,25.245882629501054,128.08371782302856,153.30801010131836
915,5S_T120,5,ood_b,109.13386344909668,33.87253409464351,109.53863859176636,120.62466144561768
916,5S_T120,5,ood_b,108.78225564956665,35.90949942865348,109.20815467834473,119.51963901519775
917,5S_T120,5,ood_b,108.78554582595825,34.302336897393545,109.25358533859253,119.58721876144409
933,5S_T120,5,ood_b,108.656907081604,34.83228371976697,108.94161462783813,119.28014755249023
934,5S_T120,5,ood_b,108.35678577423096,36.79435427087256,108.65567922592163,118.26764345169067
935,5S_T120,5,ood_b,108.34534168243408,35.27357952890144,108.68031978607178,118.3491587638855
951,5S_T120,5,ood_b,108.29665660858154,34.20189152311539,108.64311456680298,118.27201843261719
952,5S_T120,5,ood_b,108.06844234466553,35.756396375487526,108.40578079223633,117.39602088928223
